feature,importance
MedInc,0.5600911723815588
AveOccup,0.1382525810937829
Latitude,0.08678130157474713
Longitude,0.08650511271743026
HouseAge,0.051054734621735244
AveRooms,0.0366528544537993
Population,0.020416152941459063
AveBedrms,0.020246090215487293
